character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
定,settle on / determine,364,390,382,"dìng: to set, to fix, to determine, to decide",mending + house,⿱ (top-bottom),⿱宀𤴓,"囧走－十 = mending, 宀 = house",RSH RTH RTK,RSH1::L17 RTH1::L17 RTK1v5::L17
宛,winding / address,2386,2451,1417,"wǎn: winding, as if",house + nameplate,⿱ (top-bottom),⿱宀夗,"宀 = house, 夗 = nameplate",RSH RTH RTK,RSH2::L36 RTH2::L36 RTK1v5::L37 primitive
宜,fitting / best regards,2680,2746,1783,"yí: proper, should, suitable, appropriate",house + shelves,⿱ (top-bottom),⿱宀且,"宀 = house, 且 = shelves",RSH RTH RTK,RSH2::L46 RTH2::L45 RTK1v5::L47
客,guest,283,312,294,"kè: customer, visitor, guest",house + each,⿱ (top-bottom),⿱宀各,"宀 = house, 各 = each",RSH RTH RTK,RSH1::L13 RTH1::L13 RTK1v5::L13
宣,proclaim,184,195,188,"xuān: to declare (publicly), to announce",house + daybreak + sun,⿱ (top-bottom),⿱宀亘,"宀 = house, 旦 = daybreak, 日 = sun",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09 primitive
室,room,627,679,754,"shì: room, work unit, grave, scabbard",house + until,⿱ (top-bottom),⿱宀至,"宀 = house, 至 = until",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
宮,palace / Shinto shrine,2069,,1033,"gōng: palace, temple, castration (as corporal punishment), first note in pentatonic scale",eyedropper + crown + mouth + dropdrop + mouth,⿱ (top-bottom),⿱宀呂,"丶 = eyedropper, 冖 = crown, 口 = mouth, ㇒ = dropdrop",RTH RTK,RTH2::L27 RTK1v5::L28
宰,butcher / superintend,2483,2553,1499,"zǎi: to slaughter livestock, to govern or rule, to cheat customers, Imperial official in dynastic China",house + chili pepper,⿱ (top-bottom),⿱宀辛,"宀 = house, 辛 = chili pepper",RSH RTH RTK,RSH2::L38 RTH2::L38 RTK1v5::L39
害,harm,1167,1226,1551,"hài: to do harm to, to cause trouble to, harm, evil",house + bushes + mouth,⿱ (top-bottom),⿱𫲸口,"宀 = house, 丰 = bushes, 口 = mouth",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40
宴,banquet,187,198,191,"yàn: feast, repose",day + woman + house + peaceful,⿱ (top-bottom),⿱宀妟,"日 = day, 女 = woman, 宀 = house, 安 = peaceful",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09
宵,nighttime / wee hours,185,196,189,xiāo: night,house + candle,⿱ (top-bottom),⿱宀肖,"宀 = house, 烛 = candle",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09
家,house,492,525,541,"jiā: home, family, (polite) my (sister, uncle etc), classifier for families or businesses",house + sow,⿱ (top-bottom),⿱宀豕,"宀 = house, 豕 = sow",RSH RTH RTK,RSH1::L20 RTH1::L20 RTK1v5::L21
容,contain,649,701,790,"róng: to hold, to contain, to allow, to tolerate",house + valley,⿱ (top-bottom),⿱宀谷,"宀 = house, 谷 = valley",RSH RTH RTK,RSH1::L23 RTH1::L23 RTK1v5::L24
宿,stay overnight / inn,2008,2074,995,"sù: lodge for the night, old, former | xiǔ: night, classifier for nights | xiù: constellation",house + person + hundred,⿱ (top-bottom),⿱宀佰,"宀 = house, 人 = person, 百 = hundred",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
寂,lonely / loneliness,606,655,720,"jì: silent, solitary, Taiwan pr. [jí]",house + uncle,⿱ (top-bottom),⿱宀叔,"宀 = house, 叔 = uncle",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
寄,mail / draw near,188,199,192,"jì: to live (in a house), to lodge, to mail, to send",strange + house,⿱ (top-bottom),⿱宀奇,"奇 = strange, 宀 = house",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09
寅,sign of the tiger,1434,1465,2006,"yín: 3rd earthly branch: 3-5 a.m., 1st solar month (4th February-5th March), year of the Tiger",house + ceiling + sprout + animal legs,⿱ (top-bottom),⿱宀⿳一由八,"宀 = house, 一 = ceiling, 芽 = sprout, 囧只－口 = animal legs",RSH RTH RTK,RSH1::L54 RTH1::L54 RTK1v5::L55
密,secret / secrecy,637,692,775,"mì: secret, confidential, close, thick",house + certainly + mountain,⿱ (top-bottom),⿱宓山,"宀 = house, 必 = certainly, 山 = mountain",RSH RTH RTK,RSH1::L23 RTH1::L23 RTK1v5::L24
寇,outlaw,1843,1885,,"kòu: to invade, to plunder, bandit, foe",finish + magic wand + crotch,⿱ (top-bottom),⿱宀⿺元攴,"完 = finish, 卜 = magic wand, 又 = crotch",RSH RTH,RSH2::L22 RTH2::L22
富,wealthy,189,200,193,"fù: rich, abundant, wealthy",wealth + house,⿱ (top-bottom),⿱宀畐,"畐 = wealth, 宀 = house",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09
寒,frigid / cold,1147,1205,1526,"hán: cold, poor, to tremble",hamster cage + ice,⿱ (top-bottom),⿱𡨄⺀,"囧赛－贝 = hamster cage, 冫 = ice",RSH RTH RTK,RSH1::L38 RTH1::L38 RTK1v5::L39
寓,residence / imply,2821,2876,2211,"yù: to reside, to imply, to contain, residence",house + Talking Cricket,⿱ (top-bottom),⿱宀禺,"宀 = house, 禺 = Talking Cricket",RSH RTH RTK,RSH2::L52 RTH2::L52 RTK3v2::CH02
寞,solitary,1564,1586,,mò: lonesome,house + graveyard,⿱ (top-bottom),⿱宀莫,"宀 = house, 莫 = graveyard",RSH RTH,RSH2::L10 RTH2::L10
察,scrutinize / guess,843,911,1103,"chá: to examine, to inquire, to observe, to inspect",house + offer sacrifice,⿱ (top-bottom),⿱宀祭,"宀 = house, 祭 = offer sacrifice",RSH RTH RTK,RSH1::L29 RTH1::L29 RTK1v5::L30
寡,widowed,1541,1559,617,"guǎ: few, widowed",house + ceiling + nose + tool + dagger,⿱ (top-bottom),⿱宀𪟊,"宀 = house, 一 = ceiling, 鼻 = nose, 囧具－目 = tool, 刀 = dagger",RSH RTH RTK,RSH2::L09 RTH2::L09 RTK1v5::L22
寢,get some shuteye,2184,,,qǐn: to lie down,eyedropper + crown + 𠃊 + floor + drop + walking stick + {50} + floor + crown + right hand,⿱ (top-bottom),⿱宀𭷆,"丶 = eyedropper, 冖 = crown, 一 = floor, 丿 = drop, 丨 = walking stick, 又 = right hand",RTH,RTH2::L31
寥,deserted,2649,2708,,"liáo: empty, lonesome, very few",house + kiddie cocktail,⿱ (top-bottom),⿱宀翏,"宀 = house, 翏 = kiddie cocktail",RSH RTH,RSH2::L44 RTH2::L44
實,reality,183,,,"shí: real, true, honest, really",eyedropper + crown + 毌 + pent in + floor + floor + drop + ㇏,⿱ (top-bottom),⿱宀貫,"丶 = eyedropper, 冖 = crown, 囗 = pent in, 一 = floor, 丿 = drop",RTH,RTH1::L09
寧,calm / rather,2425,,834,"Níng: abbr. for Ningxia Hui Autonomous Region 寧夏回族自治區|宁夏回族自治区[Níng xià Huí zú Zì zhì qū], abbr. for Nanjing 南京[Nán jīng], surname Ning | níng: peaceful, rather | nìng: rather, to prefer",eyedropper + crown + dropdrop + hook + eyedropper + eyedropper + glass cover + floor + walking stick + walking stick + floor + 亅,⿱ (top-bottom),⿱寍丁,"丶 = eyedropper, 冖 = crown, ㇒ = dropdrop, 乚 = hook, 冂 = glass cover, 一 = floor, 丨 = walking stick",RTH RTK,RTH2::L37 RTK1v5::L25
寨,stockade,2504,2565,,"zhài: stronghold, stockade, camp, village",hamster cage + pole,⿱ (top-bottom),⿱𡨄木,"囧赛－贝 = hamster cage, 竿 = pole",RSH RTH,RSH2::L38 RTH2::L38
審,painstaking / hearing,2792,,1910,"shěn: to examine, to investigate, carefully, to try (in court)",eyedropper + crown + fertilizer,⿱ (top-bottom),⿱宀番,"丶 = eyedropper, 冖 = crown, 番 = fertilizer",RTH RTK,RTH2::L51 RTK1v5::L52
寫,write,1448,,,xiě: to write,eyedropper + crown + {112} + floor + floor + {59},⿱ (top-bottom),⿱宀舄,"丶 = eyedropper, 冖 = crown, 一 = floor",RTH,RTH1::L55
寬,wide,215,,,"kuān: lenient, wide, broad",eyedropper + crown + floor + walking stick + walking stick + pent in + floor + floor + drop + hook + eyedropper,⿱ (top-bottom),⿱宀萈,"丶 = eyedropper, 冖 = crown, 一 = floor, 丨 = walking stick, 囗 = pent in, 丿 = drop, 乚 = hook",RTH,RTH1::L10
寵,dote on / patronage,2907,,2982,"chǒng: to love, to pamper, to spoil, to favor",eyedropper + crown + top hat + animal horns + floor + moon + {12},⿱ (top-bottom),⿱宀龍,"丶 = eyedropper, 冖 = crown, 亠 = top hat, 丷 = animal horns, 一 = floor, ⺝ = moon",RTH RTK,RTH2::L54 RTK3v2::CH06
寶,treasure,1406,,,"bǎo: jewel, gem, treasure, precious",eyedropper + crown + jade + tin can + pent in + floor + floor + drop + ㇏,⿱ (top-bottom),⿱𡩧貝,"丶 = eyedropper, 冖 = crown, 𤣩 = jade, 缶 = tin can, 囗 = pent in, 一 = floor, 丿 = drop",RTH,RTH1::L52
寸,Chinese inch / measurement,153,166,45,"cùn: a unit of length, inch, thumb",a drop of + ten,⿹ (top-right-wrap),⿹𬺰丶,"丶 = a drop of, 十 = ten",RSH RTH RTK,RSH1::L08 RTH1::L08 RTK1v5::L03 primitive
寺,Buddhist temple,155,169,158,"sì: Buddhist temple, mosque, government office (old)",land + glue,⿱ (top-bottom),⿱土寸,"陆 = land, 粘 = glue",RSH RTH RTK,RSH1::L08 RTH1::L08 RTK1v5::L08
寿,longevity,,2575,1565,"shòu: long life, old age, age, life",bushes + glue,⿸ (top-left-wrap),⿸丰寸,"丰 = bushes, 粘 = glue",RSH RTK,L # RSH2::L39 RSH2::L39 RTK1v5::L40 primitive
封,seal,154,167,156,"fēng: to confer, to grant, to bestow a title, to seal",glue + bricks,⿰ (left-right),⿰圭寸,"粘 = glue, 圭 = bricks",RSH RTH RTK,RSH1::L08 RTH1::L08 RTK1v5::L08
専,specialty,,,46,,floor + shoot + glue,⿱ (top-bottom),⿱𤰔寸,"一 = floor, 由 = shoot, 寸 = glue",RTK,RTK1v5::L03 primitive
尃,gummed label,,,,"fū: to state to, to announce",dog tag + glue,⿱ (top-bottom),⿱甫寸,"甫 = dog tag, 粘 = glue",,primitive
射,shoot,952,1029,1249,"shè: to shoot, to launch, to allude to, radio- (chemistry)",glued to + somebody,⿰ (left-right),⿰身寸,"寸 = glued to, 身 = somebody",RSH RTH RTK,RSH1::L33 RTH1::L33 RTK1v5::L34
將,General,920,,,"jiāng: will, shall, to use, to take | jiàng: general, commander-in-chief (military), king (chess piece), to command | qiāng: to desire, to invite, to request",𠃊 + floor + drop + walking stick + evening + eyedropper + glue,⿰ (left-right),⿰爿⿱𱼀寸,"一 = floor, 丿 = drop, 丨 = walking stick, 夕 = evening, 丶 = eyedropper, 寸 = glue",RTH,RTH1::L31
專,specialty,1468,,,"zhuān: for a particular person, occasion, purpose, focused on one thing, special, expert",{7} + glue,⿱ (top-bottom),⿱{7}寸,寸 = glue,RTH,RTH1::L55 primitive
尉,military officer,,,1095,,flag + glued to + altar,⿰ (left-right),⿰𫵖寸,"旗 = flag, 寸 = glued to, 坛 = altar",RTK,RTK1v5::L30 primitive
尊,venerate / revered,1064,1131,1439,"zūn: senior, of a senior generation, to honor, to respect",chieftain + glue,⿱ (top-bottom),⿱酋寸,"酋 = chieftain, 粘 = glue",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38
尋,seek / inquire,871,,1145,"xún: to search, to look for, to seek",{50} + floor + floor + walking stick + floor + mouth + glue,⿳ (top-mid-bottom),⿳𫜹⿰工口寸,"一 = floor, 丨 = walking stick, 口 = mouth, 寸 = glue",RTH RTK,RTH1::L30 RTK1v5::L31
對,that's right,1305,,,"duì: couple, pair, to be opposite, to oppose",profession + animal horns + floor + floor + walking stick + floor + glue,⿰ (left-right),⿰⿱业𦍌寸,"业 = profession, 丷 = animal horns, 一 = floor, 丨 = walking stick, 寸 = glue",RTH,RTH1::L46
導,guide / guidance,269,,278,"dǎo: to transmit, to lead, to guide, to conduct",way + glue,⿱ (top-bottom),⿱道寸,"道 = way, 寸 = glue",RTH RTK,RTH1::L13 RTK1v5::L13
小,small / little,103,109,105,"xiǎo: small, tiny, few, young",a drop of,⿲ (left-mid-right),⿲㇒亅丶,丶 = a drop of,RSH RTH RTK,RSH1::L07 RTH1::L07 RTK1v5::L07 primitive
少,few,104,110,106,"shǎo: few, little, lack | shào: young",a drop of + small,⿱ (top-bottom),⿱𡭔㇒,"丶 = a drop of, 小 = small",RSH RTH RTK,RSH1::L07 RTH1::L07 RTK1v5::L07
尔,you (literary),,798,,"ěr: thus, so, like that, you",small,⿱ (top-bottom),⿱⿰㇒乛小,小 = small,RSH,RSH1::L26 primitive
尖,tip / sharp point,107,114,2903,"jiān: point (of needle), sharp, shrewd, pointed",small + large,⿱ (top-bottom),⿱𡭔大,"小 = small, 大 = large",RSH RTH RTK,RSH1::L07 RTH1::L07 RTK3v2::CH03
尚,esteem,179,190,184,"shàng: still, yet, to value, to esteem",small + glass cover + mouth,⿱ (top-bottom),⿱⺌冋,"小 = small, 冂 = glass cover, 口 = mouth",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09
尞,pup tent,,,,,St. Bernard dog + teepee + sun + small,⿱ (top-bottom),⿱昚小,"大 = St. Bernard dog, 癶 = teepee, 日 = sun, 小 = small",,primitive
尤,remarkable / understandably,226,240,2087,"yóu: outstanding, particularly, especially, a fault, to express discontentment against",pooch + human legs,⿺ (bottom-left-wrap),⿺尢丶,"犬 = pooch, 儿 = human legs",RSH RTH RTK,RSH1::L11 RTH1::L11 RTK3v2::CH01 primitive
尧,Yao,,376,,"Yáo: surname Yao, Yao or Tang Yao (c. 2200 BC), one of Five legendary Emperors 五帝, second son of Di Ku 帝嚳|帝喾",halberd + human legs,⿱ (top-bottom),⿱𭠍兀,"戈 = halberd, 儿 = human legs",RSH,RSH1::L16 primitive
尬,embarrassed,2433,2500,,gà: in an embarrassing situation,Frankenbowser + introduce,⿺ (bottom-left-wrap),⿺尢介,"囧尴－监 = Frankenbowser, 介 = introduce",RSH RTH,RSH2::L37 RTH2::L37
尭,lofty,,,2095,,haystack + floor + drop + hook,⿱ (top-bottom),⿱卉兀,"卉 = haystack, 一 = floor, 丿 = drop, 乚 = hook",RTK,RTK3v2::CH01 primitive
就,at once / concerning,304,332,1969,"jiù: at once, right away, only, just (emphasis)",Frankenpooch + capitol building,⿰ (left-right),⿰京尤,"尤 = Frankenpooch, 京 = capitol building",RSH RTH RTK,RSH1::L14 RTH1::L14 RTK1v5::L53
尷,abashed,2432,,,"gān: embarrassed, ill at ease",by one’s side + hook + box + walking stick + {50} + walking stick + dropdrop + floor + eyedropper + glass cover + floor + walking stick + walking stick,⿺ (bottom-left-wrap),⿺尢監,"𠂇 = by one’s side, 乚 = hook, 匚 = box, 丨 = walking stick, ㇒ = dropdrop, 一 = floor, 丶 = eyedropper, 冂 = glass cover",RTH,RTH2::L37
尸,corpse,,882,,"shī: person representing the dead (during burial ceremonies), to put a corpse on display (after execution), variant of 屍, corpse",drop + {50},⿰ (left-right),⿰丿{50},丿 = drop,RSH,RSH1::L28 primitive
尹,overseer,882,957,,"yǐn: to administer, to oversee, to run, magistrate (old)",⺕ + drop,⿻ (overlaid),⿻{43}丿,丿 = drop,RSH RTH,RSH1::L30 RTH1::L30
尺,ruler / shaku,2091,894,1070,"chě: one of the characters used to represent a musical note in gongche notation, 工尺譜|工尺谱[gōng chě pǔ] | chǐ: a Chinese foot, one-third of a meter, a ruler, a tape-measure",flag,⿸ (top-left-wrap),⿸尸㇏,旗 = flag,RSH RTH RTK,RSH1::L28 RTH2::L28 RTK1v5::L29
尼,nun,821,883,1054,"ní: Buddhist nun, (often used in phonetic spellings)",flag + spoon,⿸ (top-left-wrap),⿸尸匕,"旗 = flag, 匙 = spoon",RSH RTH RTK,RSH1::L28 RTH1::L28 RTK1v5::L29
尾,tail,1382,1422,1915,"wěi: tail, remainder, remnant, extremity | yǐ: horse's tail, pointed posterior section of a locust etc",flag + fur,⿸ (top-left-wrap),⿸尸毛,"旗 = flag, 毛 = fur",RSH RTH RTK,RSH1::L51 RTH1::L51 RTK1v5::L52
尿,urine,2080,2137,1053,"niào: to urinate, urine, CL:泡[pāo] | suī: more commonly read as [niào], to urinate, urine",water + flag,⿸ (top-left-wrap),⿸尸水,"水 = water, 旗 = flag",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK1v5::L29
局,bureau,829,893,1066,"jú: narrow, office, situation, classifier for games: match, set, round etc",flag + sentence,⿸ (top-left-wrap),⿸尸⿹𠃌口,"旗 = flag, 句 = sentence",RSH RTH RTK,RSH1::L28 RTH1::L28 RTK1v5::L29
屁,fart,2085,2142,2218,"pì: fart, flatulence, nonsense",flag + compare,⿸ (top-left-wrap),⿸尸比,"旗 = flag, 比 = compare",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK3v2::CH02
居,reside,826,888,1063,"jī: (archaic) sentence-final particle expressing a doubting attitude | jū: to reside, to be (in a certain position), to store up, to be at a standstill",flag + ancient,⿸ (top-left-wrap),⿸尸古,"旗 = flag, 古 = ancient",RSH RTH RTK,RSH1::L28 RTH1::L28 RTK1v5::L29
屆,fall due,2476,,,"jiè: to arrive at (place or time), period, to become due, classifier for events, meetings, elections, sporting fixtures, years (of graduation)",drop + {50} + pit + floor + walking stick + floor,⿸ (top-left-wrap),⿸尸凷,"丿 = drop, 凵 = pit, 一 = floor, 丨 = walking stick",RTH,RTH2::L38
屈,knuckle under / yield,2089,2143,1060,"qū: bent, to feel wronged",flag + exit,⿸ (top-left-wrap),⿸尸出,"旗 = flag, 出 = exit",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK1v5::L29
屋,habitation / roof,824,886,1058,"wū: house, room, CL:間|间[jiān],個|个[gè]",flag + until,⿸ (top-left-wrap),⿸尸至,"旗 = flag, 至 = until",RSH RTH RTK,RSH1::L28 RTH1::L28 RTK1v5::L29
屍,corpse,820,,2222,shī: corpse,drop + {50} + death,⿸ (top-left-wrap),⿸尸死,"丿 = drop, 死 = death",RTH RTK,RTH1::L28 RTK3v2::CH02 primitive
屎,excrement,2087,2146,,"shǐ: stool, feces, ear wax, nasal mucus",flag + rice,⿸ (top-left-wrap),⿸尸米,"旗 = flag, 米 = rice",RSH RTH,RSH2::L28 RTH2::L28
屏,folding screen,2088,2148,2223,"bīng: see 屏營|屏营[bīng yíng] | bǐng: to get rid of, to put aside, to reject, to keep control | píng: (standing) screen",flag + puzzle,⿸ (top-left-wrap),⿸尸并,"旗 = flag, 并 = puzzle",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK3v2::CH02
屑,bits / rubbish,2079,2136,2219,"xiè: bits, fragments, crumbs, filings",flag + candle,⿸ (top-left-wrap),⿸尸肖,"旗 = flag, 烛 = candle",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK3v2::CH02
展,unfold,1392,1426,1925,"zhǎn: to spread out, to open up, to exhibit, to put into effect",flag + salad + barrette,⿸ (top-left-wrap),⿸尸⿱龷{25},"旗 = flag, 囧昔－日 = salad, 囧丧－十－丷 = barrette",RSH RTH RTK,RSH1::L51 RTH1::L51 RTK1v5::L52
屠,slaughter / butchering,2241,2310,2217,"tú: slaughter, slaughter man",flag + puppet,⿸ (top-left-wrap),⿸尸者,"旗 = flag, 者 = puppet",RSH RTH RTK,RSH2::L33 RTH2::L33 RTK3v2::CH02
屢,time and again,2953,,,"lǚ: time and again, repeatedly, frequently",drop + {50} + mouth + floor + mouth + walking stick + woman,⿸ (top-left-wrap),⿸尸婁,"丿 = drop, 口 = mouth, 一 = floor, 丨 = walking stick, 女 = woman",RTH,RTH2::L55
層,story / stratum,828,,1065,"céng: layer, stratum, laminated, floor (of a building)",drop + {50} + increase,⿸ (top-left-wrap),⿸尸曾,"丿 = drop, 曾 = increase",RTH RTK,RTH1::L28 RTK1v5::L29
履,footwear / footgear,2086,2145,1057,"lǚ: shoe, to tread on",flag + queue + double back,⿸ (top-left-wrap),⿸尸復,"旗 = flag, 行 = queue, 复 = double back",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK1v5::L29
屬,belong to,1482,,,"shǔ: category, genus (taxonomy), family members, dependents | zhǔ: to join together, to fix one's attention on, to concentrate on",drop + {50} + ice + 亅 + {24} + pent in + walking stick + walking stick + dropdrop + clothes hanger + middle + ㇀ + eyedropper,⿸ (top-left-wrap),⿸尸⿱氺蜀,"丿 = drop, 冫 = ice, 囗 = pent in, 丨 = walking stick, ㇒ = dropdrop, 𠃌 = clothes hanger, 中 = middle, 丶 = eyedropper",RTH,RTH1::L55
屯,stockpile / barracks,2472,2542,2033,"tún: to station (soldiers), to store up, village | zhūn: difficult, stingy",one + pit + fishhook,⿻ (overlaid),⿻一𡳾,"一 = one, 凵 = pit, 乙 = fishhook",RSH RTH RTK,RSH2::L38 RTH2::L38 RTK1v5::L56 primitive
屰,mountain goat,,,,,animal horns + mountain,⿱ (top-bottom),⿱䒑䶹,"丷 = animal horns, 山 = mountain",,primitive
山,mountain,634,688,768,"shān: mountain, hill, anything that resembles a mountain, CL:座[zuò]",pit + walking stick,⿶ (surround-open-top),⿶凵丨,"凵 = pit, 丨 = walking stick",RSH RTH RTK,RSH1::L23 RTH1::L23 RTK1v5::L24
岔,diverge,1888,1946,,"chà: fork in road, bifurcation, branch in road, river, mountain range etc, to branch off",part + mountain,⿱ (top-bottom),⿱分山,"分 = part, 山 = mountain",RSH RTH,RSH2::L23 RTH2::L23
岡,ridge of a hill / Mount,1403,,1961,"gāng: ridge, mound",glass cover + animal horns + floor + pit + walking stick,⿵ (surround-open-bottom),⿵𦉰山,"冂 = glass cover, 丷 = animal horns, 一 = floor, 凵 = pit, 丨 = walking stick",RTH RTK,RTH1::L52 RTK1v5::L53
岩,rock / boulder,1879,1927,770,"yán: cliff, rock",mountain + stone,⿱ (top-bottom),⿱山石,"山 = mountain, 石 = stone",RSH RTH RTK,RSH2::L23 RTH2::L23 RTK1v5::L24
岳,Yue / Point,3020,3009,1330,"yuè: wife's parents and paternal uncles, high mountain, highest peak of a mountain ridge",hill + pit + walking stick,⿱ (top-bottom),⿱丘山,"丘 = hill, 凵 = pit, 丨 = walking stick",RSH RTH RTK,RSH2::Postscript 1 RTH2::Postscript 1 RTK1v5::L35
